collection_name,collection_location,curator_name,curator_organization,curator_email,collector_name,collector_email,collector_organization,bibliographical_reference,associated_datasets,site_name,site_datum,pro_coord_est,site_country,site_state,site_county,site_city_township,site_lat_min,site_lat_max,site_long_min,site_long_max,plot_name,pro_name,pro_igsn,pro_lat,pro_long,pro_elevation,pro_obs_date_y,pro_treatment,pro_collection_method,pro_chrono_name,pro_soil_age,pro_usda_soil_order,pro_soil_series,pro_soil_taxon,pro_soil_taxon_sys,pro_land_cover,pro_bedrock_depth,pro_parent_material,pro_parent_chem,pro_aspect,pro_aspect_deg,pro_slope,pro_drainage_class,pro_depth_water,pro_top_t,pro_bot_t,lyr_name,lyr_igsn,sample_location,sample_box,lyr_top,lyr_bot,lyr_type,lyr_mass,lyr_hzn
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_0-10,IEESB00ZU,DB0217,Canyonlands_11,0,10,<2mm-unground,135.21,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_10-30,IEESB00ZV,DB0217,Canyonlands_11,10,30,<2mm-unground,224.44,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_30-50,IEESB00ZW,DB0217,Canyonlands_11,30,50,<2mm-unground,257.39,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_E_0-10,IEESB00ZX,DB0217,Canyonlands_11,0,10,<2mm-unground,171.73,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_E_10-30,IEESB00ZY,DB0217,Canyonlands_11,10,30,<2mm-unground,214.6,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_E_30-50,IEESB00ZZ,DB0217,Canyonlands_11,30,50,<2mm-unground,235.53,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_F_0-10,IEESB0100,DB0217,Canyonlands_12,0,10,<2mm-unground,123.97,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_F_10-30,IEESB0101,DB0217,Canyonlands_12,10,30,<2mm-unground,245.82,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_F_30-50,IEESB0102,DB0217,Canyonlands_12,30,50,<2mm-unground,218.52,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_G_0-10,IEESB0103,DB0217,Canyonlands_12,0,10,<2mm-unground,229.25,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_G_10-30,IEESB0104,DB0217,Canyonlands_12,10,30,<2mm-unground,269.94,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_G_30-50,IEESB0105,DB0217,Canyonlands_12,30,50,<2mm-unground,213.36,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_H_0-10,IEESB0106,DB0217,Canyonlands_12,0,10,<2mm-unground,229.4,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_H_10-30,IEESB0107,DB0217,Canyonlands_12,10,30,<2mm-unground,162.09,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_H_30-50,IEESB0108,DB0217,Canyonlands_12,30,50,<2mm-unground,238.56,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_I_1-10,IEESB0109,DB0217,Canyonlands_12,0,10,<2mm-unground,248.31,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_I_10-30,IEESB010A,DB0217,Canyonlands_12,10,30,<2mm-unground,196.32,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_I_30-50,IEESB010B,DB0217,Canyonlands_12,30,50,<2mm-unground,195.58,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_J_0-10,IEESB010C,DB0217,Canyonlands_12,0,10,<2mm-unground,217.24,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_J_10-30,IEESB010D,DB0217,Canyonlands_12,10,30,<2mm-unground,279.51,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_J_30-50,IEESB010E,DB0217,Canyonlands_12,30,50,<2mm-unground,200.81,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_K_0-10,IEESB010F,DB0217,Canyonlands_12,0,10,<2mm-unground,255.24,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_K_10-30,IEESB010G,DB0217,Canyonlands_12,10,30,<2mm-unground,223.36,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_K_30-50,IEESB010H,DB0217,Canyonlands_12,30,50,<2mm-unground,206.11,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_L_0-10,IEESB010I,DB0217,Canyonlands_12,0,10,<2mm-unground,232.48,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_L_10-30,IEESB010J,DB0217,Canyonlands_12,10,30,<2mm-unground,252.5,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_L_30-50,IEESB010K,DB0217,Canyonlands_12,30,50,<2mm-unground,179.96,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_M_0-10,IEESB010L,DB0217,Canyonlands_12,0,10,<2mm-unground,234.08,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_M_10-30,IEESB010M,DB0217,Canyonlands_12,10,30,<2mm-unground,188.42,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_M_30-50,IEESB010N,DB0217,Canyonlands_12,30,50,<2mm-unground,245.94,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_N_0-10,IEESB010O,DB0217,Canyonlands_13,0,10,<2mm-unground,252.85,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_N_10-30,IEESB010P,DB0217,Canyonlands_13,10,30,<2mm-unground,213.34,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_N_30-50,IEESB010Q,DB0217,Canyonlands_13,30,50,<2mm-unground,241.75,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_O_0-10,IEESB010R,DB0217,Canyonlands_13,0,10,<2mm-unground,256.91,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_O_10-30,IEESB010S,DB0217,Canyonlands_13,10,30,<2mm-unground,287.38,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_O_30-50,IEESB010T,DB0217,Canyonlands_13,30,50,<2mm-unground,255.32,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_A_30-50,IEESB00ZN,DB0217,Canyonlands_26,30,50,>2mm-unground,0.15,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_B_10-30,IEESB00ZP,DB0217,Canyonlands_26,10,30,>2mm-unground,0.01,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_C_0-10,IEESB00ZR,DB0217,Canyonlands_26,0,10,>2mm-unground,0.31,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_C_10-30,IEESB00ZS,DB0217,Canyonlands_26,10,30,>2mm-unground,0.13,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_C_30-50,IEESB00ZT,DB0217,Canyonlands_26,30,50,>2mm-unground,0.22,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_0-10,IEESB00ZU,DB0217,Canyonlands_26,0,10,>2mm-unground,7.79,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_10-30,IEESB00ZV,DB0217,Canyonlands_26,10,30,>2mm-unground,0.16,NA
Canyonlands_2005,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Richard Reynolds; Harland Goldstein,rreynolds@usgs.gov; hgoldstein@usgs.gov,USGS,https://doi.org/10.3133/ofr20051186,NA,Mustard Patch,WGS84,No,United States,UT,Grand,Moab,38.1658,38.1658,-109.72686,-109.72686,NA,OOU-39,IEESB00QS,38.1658,-109.72686,1510,1999,control,transect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,OOU-39_D_30-50,IEESB00ZW,DB0217,Canyonlands_26,30,50,>2mm-unground,0.05,NA
